SKU;ID fila;ID Orden;Fecha Orden;Prioridad;Cantidad;Ventas;Descuento;Tipo de Envío;Nombre del Cliente;Provincia;Segmento del Cliente;Fecha de envío
899;6139;43488;18/6/2012;Critical;46;766,36;0;Aereo Regular;Michelle Huthwaite;Quebec;Oficina en Hogar;19/6/2012
305;6140;43488;18/6/2012;Critical;28;547,32;0,1;Aereo Regular;Michelle Huthwaite;Quebec;Oficina en Hogar;19/6/2012
642;6141;43488;18/6/2012;Critical;13;192,44;0,05;Aereo Regular;Michelle Huthwaite;Quebec;Oficina en Hogar;20/6/2012
1132;6142;43488;18/6/2012;Critical;3;1294,35;0,06;Aereo Regular;Michelle Huthwaite;Quebec;Oficina en Hogar;20/6/2012
189;6148;43526;26/5/2010;Alto;49;561,06;0,07;Aereo Regular;Barry Gonzalez;Quebec;Consumidor;26/5/2010
585;6149;43526;26/5/2010;Alto;19;320,03;0;Aereo Regular;Barry Gonzalez;Quebec;Consumidor;27/5/2010
598;6232;44134;30/10/2009;Alto;35;620,02;0,05;Aereo Regular;Gary McGarr;Quebec;Oficina en Hogar;1/11/2009
308;6235;44196;22/8/2009;No Especificado;12;653,786;0,09;Aereo Regular;Cynthia Delaney;Quebec;Corporativo;23/8/2009
1133;6266;44358;1/4/2010;Alto;22;5288,89;0;Terrestre;Cynthia Delaney;Quebec;Oficina en Hogar;3/4/2010
231;6284;44480;12/5/2010;Medio;25;1321,55;0,1;Aereo Regular;Vivek Sundaresam;Quebec;Oficina en Hogar;14/5/2010
830;6293;44546;24/3/2010;Critical;15;55,2;0,05;Aereo Regular;Vivek Sundaresam;Quebec;Oficina en Hogar;25/3/2010
39;6311;44647;24/1/2012;Bajo;47;23239,96;0,06;Terrestre;Ross DeVincentis;Quebec;Corporativo;24/1/2012
167;6312;44647;24/1/2012;Bajo;24;302,91;0,05;Aereo Regular;Ross DeVincentis;Quebec;Corporativo;28/1/2012
224;6385;45376;2/12/2011;Critical;19;6648,58;0,08;Terrestre;Vivek Gonzalez;Quebec;Consumidor;3/12/2011
510;6477;46115;2/3/2011;Critical;35;677,43;0,1;Aereo Regular;Tom Stivers;Quebec;PYME;4/3/2011
47;6478;46115;2/3/2011;Critical;38;491,78;0;Aereo Regular;Tom Stivers;Quebec;PYME;2/3/2011
413;6625;47109;11/9/2011;Alto;47;6131,54;0,06;Aereo Regular;Tom Stivers;Quebec;PYME;13/9/2011
407;6687;47556;25/7/2010;Bajo;29;475,58;0,04;Aereo Regular;Vivek Sundaresam;Quebec;Oficina en Hogar;27/7/2010
1134;6698;47712;13/7/2010;Bajo;50;274,04;0,1;Aereo Express;Gary McGarr;Quebec;Oficina en Hogar;18/7/2010
476;6756;48135;19/4/2009;Alto;20;3960,99;0,09;Aereo Express;Matt Collister;Quebec;Oficina en Hogar;21/4/2009
1023;6758;48161;23/5/2011;No Especificado;16;139,69;0,01;Aereo Regular;Vivian Mathis;Quebec;Oficina en Hogar;25/5/2011
357;6759;48161;23/5/2011;No Especificado;39;6030,58;0,09;Aereo Regular;Vivian Mathis;Quebec;Oficina en Hogar;24/5/2011
539;6816;48515;20/12/2011;Critical;47;725,8;0,01;Aereo Express;Barry Gonzalez;Quebec;Consumidor;20/12/2011
910;6829;48642;1/2/2010;Alto;36;111,83;0;Aereo Regular;Matt Collister;Quebec;Oficina en Hogar;1/2/2010
946;6830;48642;1/2/2010;Alto;50;4159,628;0,05;Aereo Express;Matt Collister;Quebec;Oficina en Hogar;1/2/2010
671;7089;50567;5/2/2012;Medio;22;1505,67;0,1;Terrestre;Vivek Sundaresam;Quebec;Oficina en Hogar;6/2/2012
110;7241;51623;13/1/2009;Critical;17;39,23;0,06;Aereo Regular;Michelle Huthwaite;Quebec;Oficina en Hogar;13/1/2009
204;7320;52194;11/12/2010;Critical;25;612,93;0,1;Aereo Regular;Greg Tran;Quebec;Oficina en Hogar;12/12/2010
944;7321;52194;11/12/2010;Critical;12;1551,34;0,03;Terrestre;Greg Tran;Quebec;Oficina en Hogar;12/12/2010
586;7338;52291;29/10/2009;Critical;48;287,54;0,04;Aereo Regular;Michelle Tran;Quebec;Corporativo;31/10/2009
658;7339;52291;29/10/2009;Critical;5;88,315;0,01;Aereo Regular;Michelle Tran;Quebec;Corporativo;30/10/2009
220;7600;54370;8/4/2012;No Especificado;49;4968,5;0;Aereo Regular;Carol Adams;Quebec;Corporativo;8/4/2012
1011;7619;54528;4/1/2011;Medio;15;92,03;0,03;Aereo Regular;Ralph Arnett;Quebec;Consumidor;5/1/2011
323;7636;54659;15/8/2011;Alto;38;262,9;0,06;Aereo Regular;Carol Adams;Quebec;Corporativo;15/8/2011
930;7670;54981;11/2/2012;Alto;31;1024,31;0,03;Aereo Regular;Bart Pistole;Quebec;Oficina en Hogar;12/2/2012
1121;7726;55361;23/3/2011;No Especificado;22;51,39;0,06;Aereo Express;Chad McGuire;Quebec;PYME;24/3/2011
768;7727;55361;23/3/2011;No Especificado;31;293,52;0,08;Aereo Regular;Chad McGuire;Quebec;PYME;24/3/2011
885;7820;55908;23/5/2009;Alto;44;1844,97;0,03;Aereo Regular;Tom Stivers;Quebec;Corporativo;24/5/2009
1135;7865;56257;9/9/2011;Medio;49;266,3;0,03;Aereo Express;Gary McGarr;Quebec;Oficina en Hogar;10/9/2011
997;7972;57029;8/3/2011;Critical;17;74,25;0,01;Aereo Regular;Vivek Gonzalez;Quebec;Consumidor;9/3/2011
784;7973;57029;8/3/2011;Critical;4;23,23;0,09;Aereo Regular;Vivek Gonzalez;Quebec;Consumidor;9/3/2011
436;8134;58145;16/5/2012;Medio;33;203,49;0;Aereo Express;Darren Budd;Quebec;Corporativo;16/5/2012
241;8137;58151;29/9/2009;Alto;33;211,48;0,1;Aereo Regular;Michelle Huthwaite;Quebec;Oficina en Hogar;29/9/2009
696;8138;58151;29/9/2009;Alto;38;5601,1;0,02;Aereo Express;Michelle Huthwaite;Quebec;Oficina en Hogar;29/9/2009
78;8207;58659;24/10/2010;Alto;2;21,01;0,03;Aereo Regular;Tom Stivers;Quebec;PYME;26/10/2010
505;8216;58727;6/7/2009;Medio;20;525,78;0,03;Aereo Regular;Vivian Mathis;Quebec;Oficina en Hogar;7/7/2009
582;44;258;28/12/2010;Critical;33;216,77;0,02;Aereo Regular;Liz Willingham;Quebec;Oficina en Hogar;30/12/2010
1000;153;964;19/5/2011;Medio;50;315,02;0,02;Aereo Regular;Stefania Perrino;Quebec;Corporativo;21/5/2011
386;177;1154;14/2/2012;Critical;23;115,1;0,02;Aereo Regular;Thea Hendricks;Quebec;Oficina en Hogar;16/2/2012
391;227;1537;14/2/2012;No Especificado;5;16,6;0,07;Aereo Regular;Grant Thornton;Quebec;Corporativo;14/2/2012
401;650;4580;14/11/2010;No Especificado;28;7384,54;0,09;Terrestre;Carlos Meador;Quebec;Consumidor;15/11/2010
300;663;4647;13/5/2009;Medio;34;482,93;0,06;Aereo Regular;Carlos Meador;Quebec;Corporativo;14/5/2009
327;1101;8097;9/12/2010;Medio;48;7522,8;0,04;Aereo Express;Doug Jacobs;Quebec;Oficina en Hogar;11/12/2010
1136;1158;8422;14/4/2009;Medio;33;1003,71;0,01;Aereo Express;Becky Martin;Quebec;Oficina en Hogar;16/4/2009
989;1186;8677;7/10/2012;Alto;38;1610,76;0,1;Aereo Regular;Speros Goranitis;Quebec;Corporativo;9/10/2012
447;1238;9024;2/6/2012;Medio;2;12,12;0,03;Aereo Regular;Katherine Murray;Quebec;Oficina en Hogar;3/6/2012
340;1392;10114;8/2/2010;Critical;39;147,88;0;Aereo Regular;Michael Paige;Quebec;PYME;10/2/2010
238;1557;11236;30/10/2010;Alto;4;1629,75;0,03;Aereo Regular;Robert Barroso;Quebec;PYME;1/11/2010
1137;1616;11687;25/12/2011;Alto;26;188,93;0,04;Aereo Regular;Dean Percer;Quebec;Oficina en Hogar;25/12/2011
539;1768;12643;19/3/2010;Bajo;22;345,69;0,02;Aereo Regular;Ann Blume;Quebec;PYME;21/3/2010
769;1821;13089;14/12/2011;No Especificado;34;3577,11;0,1;Terrestre;Damala Kotsonis;Quebec;Corporativo;17/12/2011
1018;1859;13378;21/9/2009;Bajo;16;96,04;0,05;Aereo Regular;Paul Knutson;Quebec;Corporativo;26/9/2009
352;1932;13824;27/12/2009;Bajo;19;55,27;0,05;Aereo Regular;George Zrebassa;Quebec;Oficina en Hogar;3/1/2010
49;2572;18562;20/12/2011;Critical;41;160,11;0,1;Aereo Regular;Noel Staavos;Quebec;Oficina en Hogar;22/12/2011
230;2876;20737;25/12/2011;Medio;10;1410,93;0,08;Terrestre;Aaron Hawkins;Quebec;Oficina en Hogar;26/12/2011
979;2896;20900;24/11/2010;Bajo;50;1978,3665;0;Aereo Regular;Ellis Ballard;Quebec;Corporativo;26/11/2010
997;3729;26658;22/12/2011;Alto;17;72,75;0,05;Aereo Regular;Tom Prescott;Quebec;PYME;22/12/2011
207;3826;27271;14/9/2011;No Especificado;8;301,57;0;Terrestre;Speros Goranitis;Quebec;Corporativo;15/9/2011
105;3927;28001;14/6/2009;Critical;21;4201,08;0,01;Aereo Regular;Dianna Arnett;Quebec;Oficina en Hogar;16/6/2009
1034;3950;28161;15/6/2009;No Especificado;15;5028,31;0,06;Terrestre;Chuck Sachs;Quebec;Consumidor;17/6/2009
420;4113;29280;28/3/2012;Medio;19;238,35;0;Aereo Regular;Bill Shonely;Quebec;PYME;29/3/2012
564;4132;29350;25/8/2009;Alto;10;150,33;0,1;Aereo Regular;Eric Barreto;Quebec;Consumidor;28/8/2009
1138;4179;29666;30/12/2011;No Especificado;29;155,86;0,09;Aereo Regular;Dave Poirier;Quebec;PYME;31/12/2011
247;4182;29700;6/4/2010;Medio;9;30,35;0,01;Aereo Regular;Eric Barreto;Quebec;Consumidor;7/4/2010
730;4315;30754;25/11/2010;Bajo;20;4108,17;0,09;Aereo Regular;David Flashing;Quebec;Oficina en Hogar;29/11/2010
861;4443;31650;11/8/2010;No Especificado;19;1504,97;0,02;Aereo Regular;Elizabeth Moffitt;Quebec;Consumidor;12/8/2010
952;4538;32292;15/2/2012;Bajo;49;5008,761;0,04;Aereo Regular;Ben Peterman;Quebec;Corporativo;22/2/2012
219;4950;35201;4/6/2010;Bajo;18;211,44;0,03;Aereo Regular;Brad Thomas;Quebec;Oficina en Hogar;11/6/2010
896;4967;35360;18/4/2011;Critical;4;41,06;0,04;Aereo Regular;Yana Sorensen;Quebec;Corporativo;20/4/2011
781;4989;35492;10/2/2012;Medio;36;455,93;0,02;Aereo Express;Janet Martin;Quebec;Corporativo;12/2/2012
269;5267;37473;1/10/2009;Bajo;8;43,72;0,06;Aereo Regular;Tom Prescott;Quebec;PYME;1/10/2009
1139;5515;39079;7/9/2011;Alto;46;75,6;0,09;Aereo Regular;Debra Catini;Quebec;PYME;7/9/2011
283;5541;39266;27/8/2012;Alto;14;36,41;0,09;Aereo Regular;Dan Campbell;Quebec;PYME;29/8/2012
285;5706;40356;19/12/2009;No Especificado;48;201,98;0,05;Aereo Express;Sylvia Foulston;Quebec;Corporativo;21/12/2009
423;6014;42599;6/4/2009;Medio;31;9459,94;0,04;Terrestre;Alex Grayson;Quebec;Consumidor;7/4/2009
60;6425;45670;7/8/2012;Bajo;2;20,16;0,06;Aereo Regular;Barry Franz;Quebec;Corporativo;11/8/2012
161;6542;46531;21/8/2011;Bajo;23;84,47;0,06;Aereo Regular;Chuck Sachs;Quebec;Consumidor;21/8/2011
890;6691;47617;8/12/2009;No Especificado;17;5001,29;0,09;Aereo Regular;Sylvia Foulston;Quebec;Corporativo;9/12/2009
504;6713;47842;12/5/2010;Medio;50;230,23;0,06;Aereo Express;Anthony Garverick;Quebec;PYME;12/5/2010
434;6819;48548;26/3/2011;Critical;3;13,71;0,03;Aereo Regular;Astrea Jones;Quebec;Corporativo;27/3/2011
846;6880;49056;1/10/2009;Alto;46;300,07;0,05;Aereo Regular;Cathy Hwang;Quebec;Oficina en Hogar;3/10/2009
406;7115;50759;19/3/2010;Bajo;46;2422,721;0,1;Aereo Regular;Deborah Brumfield;Quebec;Corporativo;24/3/2010
578;7229;51556;27/10/2012;Alto;10;45,69;0,01;Aereo Express;Frank Atkinson;Quebec;Corporativo;29/10/2012
28;7240;51620;8/3/2012;Medio;12;173,97;0,03;Aereo Regular;Ben Peterman;Quebec;Corporativo;9/3/2012
221;7406;52837;18/1/2012;Critical;32;5934,39;0,08;Aereo Regular;Julie Kriz;Quebec;Corporativo;20/1/2012
1140;7629;54592;12/6/2011;Bajo;28;1971,56;0,05;Terrestre;Erica Hernandez;Quebec;PYME;16/6/2011
1047;7700;55202;24/8/2011;Bajo;33;3093,76;0,07;Aereo Express;Bobby Elias;Quebec;PYME;26/8/2011
730;7707;55239;3/12/2012;Critical;6;1008,872;0,02;Aereo Express;Joni Wasserman;Quebec;Consumidor;3/12/2012
841;8111;57894;3/4/2012;Bajo;47;13382,01;0,09;Terrestre;Jennifer Patt;Quebec;Oficina en Hogar;5/4/2012
37;8196;58599;14/1/2010;Critical;19;2328,62;0;Terrestre;Dianna Wilson;Quebec;PYME;15/1/2010
52;22;132;10/6/2010;Medio;27;192,814;0,03;Aereo Regular;Emily Phan;Quebec;Consumidor;11/6/2010
354;182;1191;6/11/2011;Medio;35;3532,96;0,08;Terrestre;Karl Brown;Quebec;Oficina en Hogar;7/11/2011
1141;220;1444;5/12/2009;Medio;24;416,4;0,02;Aereo Regular;Noel Staavos;Quebec;Oficina en Hogar;7/12/2009
446;284;1985;1/9/2009;No Especificado;1;11,35;0,09;Aereo Regular;Katherine Murray;Quebec;Oficina en Hogar;3/9/2009
28;285;1988;5/10/2011;No Especificado;9;122,14;0,04;Aereo Regular;Paul Knutson;Quebec;Corporativo;7/10/2011
880;337;2305;25/1/2010;Alto;11;1382,8;0,01;Aereo Regular;Maribeth Dona;Quebec;Oficina en Hogar;25/1/2010
616;495;3397;22/6/2009;Medio;11;30,61;0,09;Aereo Regular;Alex Grayson;Quebec;Consumidor;23/6/2009
161;547;3680;9/12/2012;No Especificado;24;99,53;0,1;Aereo Express;Evan Henry;Quebec;Corporativo;11/12/2012
402;572;3877;20/5/2010;Bajo;14;700,46;0,02;Aereo Express;Paul Knutson;Quebec;Corporativo;20/5/2010
211;589;4033;1/6/2010;Bajo;21;763,12;0,03;Aereo Regular;Bill Tyler;Quebec;Consumidor;3/6/2010
375;604;4103;2/7/2012;Bajo;3;42,5;0,07;Aereo Regular;Denise Leinenbach;Quebec;Oficina en Hogar;6/7/2012
381;637;4455;10/10/2010;Medio;39;279,29;0,07;Aereo Regular;Michael Paige;Quebec;PYME;12/10/2010
777;701;4896;21/8/2012;Critical;21;121,3;0,05;Aereo Regular;Michael Stewart;Quebec;PYME;23/8/2012
921;706;4960;25/2/2011;Bajo;4;40,87;0,04;Aereo Express;Corinna Mitchell;Quebec;Corporativo;27/2/2011
408;723;5189;25/11/2010;Bajo;14;2066,63;0,03;Aereo Regular;Evan Henry;Quebec;Corporativo;27/11/2010
1083;848;6086;22/9/2011;Critical;48;1734,72;0,04;Aereo Regular;Michael Kennedy;Quebec;Corporativo;24/9/2011
5;955;6912;10/12/2011;No Especificado;14;294,52;0,09;Aereo Regular;Alan Shonely;Quebec;PYME;12/12/2011
178;960;6950;26/3/2012;Bajo;4;187,3995;0,08;Aereo Regular;Dianna Arnett;Quebec;Oficina en Hogar;28/3/2012
1142;972;7075;10/10/2011;Bajo;15;241,89;0,02;Aereo Regular;Shirley Jackson;Quebec;Corporativo;12/10/2011
617;973;7075;10/10/2011;Bajo;43;83,34;0,01;Aereo Regular;Shirley Jackson;Quebec;Corporativo;14/10/2011
258;1003;7297;14/9/2009;Alto;7;296,84;0,08;Aereo Regular;Debra Catini;Quebec;PYME;15/9/2009
1053;1080;7938;13/3/2010;Medio;23;139,19;0,04;Aereo Regular;Carlos Meador;Quebec;Corporativo;15/3/2010
925;1099;8065;21/10/2012;Medio;17;1125,76;0;Aereo Regular;Debra Catini;Quebec;PYME;23/10/2012
16;1135;8292;1/2/2010;No Especificado;18;299,87;0,02;Aereo Regular;Ellis Ballard;Quebec;Corporativo;2/2/2010
1130;1166;8513;15/7/2011;Bajo;8;84,64;0;Aereo Express;Fred McMath;Quebec;PYME;22/7/2011
1143;1240;9024;2/6/2012;Medio;30;1136,44;0,09;Aereo Regular;Katherine Murray;Quebec;Oficina en Hogar;4/6/2012
75;1314;9635;13/4/2009;Critical;1;3,42;0,05;Aereo Regular;Andy Reiter;Quebec;Corporativo;15/4/2009
877;1444;10436;2/1/2011;Bajo;24;138,75;0,09;Aereo Regular;Karl Brown;Quebec;Corporativo;9/1/2011
23;1491;10752;10/9/2011;Critical;5;95,38;0,03;Aereo Regular;Dianna Wilson;Quebec;PYME;11/9/2011
32;1527;11011;13/5/2012;Alto;36;251,05;0,1;Aereo Regular;Fred McMath;Quebec;PYME;14/5/2012
541;1558;11236;30/10/2010;Alto;49;261,02;0,01;Aereo Regular;Robert Barroso;Quebec;PYME;31/10/2010
1112;1604;11650;24/9/2012;No Especificado;30;243,49;0,08;Aereo Regular;Valerie Mitchum;Quebec;Oficina en Hogar;25/9/2012
819;1628;11779;29/6/2010;No Especificado;45;311,1;0,04;Aereo Regular;Alex Grayson;Quebec;Consumidor;1/7/2010
219;1629;11779;29/6/2010;No Especificado;43;452,93;0,09;Aereo Regular;Alex Grayson;Quebec;Consumidor;30/6/2010
1088;1748;12515;13/5/2010;Medio;16;1702,499;0,08;Aereo Regular;Michael Stewart;Quebec;PYME;16/5/2010
432;1754;12580;13/1/2010;Bajo;43;140,72;0,04;Aereo Regular;Dave Poirier;Quebec;PYME;15/1/2010
265;1795;12868;1/3/2011;Critical;31;53,33;0,09;Aereo Regular;Muhammed Lee;Quebec;Consumidor;2/3/2011
1125;1809;12931;24/4/2012;Medio;11;653,92;0,02;Aereo Regular;Doug Jacobs;Quebec;Oficina en Hogar;25/4/2012
641;1815;13027;15/1/2012;Critical;42;290,68;0,03;Aereo Regular;Fred McMath;Quebec;PYME;17/1/2012
994;1873;13476;16/10/2010;No Especificado;47;231,29;0,09;Aereo Express;Noel Staavos;Quebec;Oficina en Hogar;18/10/2010
240;1891;13572;17/5/2012;Critical;7;40,11;0,07;Aereo Regular;Pierre Wener;Quebec;Oficina en Hogar;18/5/2012
116;1916;13731;9/5/2010;No Especificado;10;44,08;0,08;Aereo Regular;Tom Prescott;Quebec;PYME;12/5/2010
392;1971;14112;24/7/2009;Bajo;1;68,45;0,02;Aereo Express;Paul Lucas;Quebec;Corporativo;24/7/2009
755;1974;14114;6/4/2009;Critical;38;6532,48;0,01;Terrestre;Dave Poirier;Quebec;PYME;8/4/2009
1144;1975;14114;6/4/2009;Critical;41;241,9;0,05;Aereo Regular;Dave Poirier;Quebec;PYME;6/4/2009
61;2099;15009;21/12/2011;No Especificado;46;1200,13;0,09;Aereo Express;Erica Hernandez;Quebec;PYME;23/12/2011
655;2152;15399;13/5/2012;Critical;7;2202,45;0,01;Terrestre;Benjamin Venier;Quebec;PYME;15/5/2012
107;2218;16036;5/1/2012;Medio;28;169,22;0,05;Aereo Regular;Harold Dahlen;Quebec;Corporativo;7/1/2012
685;2219;16036;5/1/2012;Medio;10;1319,421;0,07;Aereo Regular;Harold Dahlen;Quebec;Corporativo;6/1/2012
1066;2220;16036;5/1/2012;Medio;33;550,93;0,1;Aereo Regular;Harold Dahlen;Quebec;Corporativo;6/1/2012
82;2374;17216;27/5/2012;Medio;7;2236,16;0,05;Terrestre;Eric Barreto;Quebec;PYME;28/5/2012
1145;2436;17698;13/5/2012;Alto;43;1883,82;0,08;Aereo Regular;Michael Kennedy;Quebec;Corporativo;15/5/2012
462;2467;17953;20/8/2012;Alto;21;1490,56;0,01;Terrestre;Troy Staebel;Quebec;PYME;22/8/2012
290;2468;17953;20/8/2012;Alto;17;105,44;0;Aereo Regular;Troy Staebel;Quebec;PYME;22/8/2012
31;2472;17959;9/9/2012;Medio;28;1201,68;0,01;Aereo Regular;Doug Jacobs;Quebec;Oficina en Hogar;12/9/2012
358;2473;17959;9/9/2012;Medio;21;2784,57;0,05;Aereo Regular;Doug Jacobs;Quebec;Oficina en Hogar;12/9/2012
303;2478;18017;25/3/2010;Critical;22;5202,896;0,02;Terrestre;Benjamin Venier;Quebec;PYME;27/3/2010
126;2532;18373;12/4/2012;Critical;35;6608,24;0,09;Aereo Regular;Tracy Poddar;Quebec;Corporativo;12/4/2012
342;2708;19558;25/2/2011;Bajo;2;7,98;0,04;Aereo Regular;Ellis Ballard;Quebec;Corporativo;28/2/2011
335;2849;20518;5/10/2009;Critical;49;8252,361;0,07;Aereo Regular;Paul Knutson;Quebec;Corporativo;6/10/2009
593;2850;20518;5/10/2009;Critical;7;2205,84;0,01;Terrestre;Paul Knutson;Quebec;Corporativo;6/10/2009
842;2877;20737;25/12/2011;Medio;15;3364,248;0,1;Terrestre;Aaron Hawkins;Quebec;Oficina en Hogar;27/12/2011
554;2897;20903;20/5/2009;Alto;4;442,99;0,04;Terrestre;Elizabeth Moffitt;Quebec;Consumidor;21/5/2009
188;2945;21344;9/12/2012;Bajo;29;587,2;0,08;Aereo Regular;Bobby Trafton;Quebec;Corporativo;13/12/2012
352;2946;21344;9/12/2012;Bajo;39;110,79;0,05;Aereo Regular;Bobby Trafton;Quebec;Corporativo;18/12/2012
1069;2998;21606;22/1/2011;No Especificado;29;516,62;0,06;Aereo Regular;Troy Staebel;Quebec;PYME;23/1/2011
877;3095;22183;23/4/2012;Medio;30;177,22;0,06;Aereo Regular;Speros Goranitis;Quebec;Corporativo;24/4/2012
1146;3109;22338;14/5/2010;Medio;24;790,24;0,09;Aereo Regular;Bill Tyler;Quebec;Consumidor;15/5/2010
1010;3247;23268;16/1/2012;Alto;14;50,85;0,09;Aereo Express;Pierre Wener;Quebec;Oficina en Hogar;18/1/2012
903;3287;23522;11/4/2011;Critical;20;1077,8085;0,06;Aereo Express;Alan Shonely;Quebec;PYME;13/4/2011
789;3288;23522;11/4/2011;Critical;19;2899,98;0,1;Aereo Regular;Alan Shonely;Quebec;PYME;12/4/2011
650;3289;23522;11/4/2011;Critical;36;233,38;0,1;Aereo Regular;Alan Shonely;Quebec;PYME;13/4/2011
611;3349;23968;4/3/2011;Critical;19;127,48;0,05;Aereo Regular;Tracy Poddar;Quebec;Corporativo;7/3/2011
1105;3458;24644;28/7/2009;Critical;40;2550,12;0,01;Aereo Express;Tony Molinari;Quebec;Corporativo;30/7/2009
663;3570;25472;21/5/2009;Alto;40;194,02;0,03;Aereo Regular;Bill Shonely;Quebec;PYME;22/5/2009
255;3629;25927;22/4/2009;Medio;14;422,83;0,02;Aereo Regular;Rick Duston;Quebec;Corporativo;22/4/2009
757;3634;25955;4/5/2011;No Especificado;10;170,35;0,03;Aereo Regular;Janet Martin;Quebec;Corporativo;6/5/2011
1055;3668;26276;12/9/2010;Bajo;19;20329,8;0;Aereo Regular;Janet Martin;Quebec;Corporativo;16/9/2010
730;3676;26306;30/10/2012;Bajo;15;2567,64;0;Aereo Regular;Brendan Murry;Quebec;Corporativo;4/11/2012
1055;3739;26724;6/2/2009;Critical;2;1838,18;0,09;Aereo Regular;Bobby Elias;Quebec;PYME;8/2/2009
37;3749;26784;23/7/2010;Critical;12;1466,95;0,02;Terrestre;Christy Brittain;Quebec;Consumidor;24/7/2010
538;3750;26784;23/7/2010;Critical;33;440,23;0,09;Aereo Regular;Christy Brittain;Quebec;Consumidor;24/7/2010
213;3765;26912;27/4/2012;Bajo;18;3136,2025;0,07;Aereo Regular;Noel Staavos;Quebec;Oficina en Hogar;1/5/2012
728;3776;26949;15/8/2009;Critical;48;460,69;0,06;Aereo Regular;Aaron Hawkins;Quebec;Oficina en Hogar;17/8/2009
175;3845;27430;31/1/2011;Alto;12;82,64;0,1;Aereo Regular;Anthony Garverick;Quebec;PYME;1/2/2011
775;3949;28161;15/6/2009;No Especificado;10;784,08;0,02;Terrestre;Chuck Sachs;Quebec;Consumidor;16/6/2009
597;3951;28161;15/6/2009;No Especificado;41;1085,61;0,04;Aereo Regular;Chuck Sachs;Quebec;Consumidor;17/6/2009
912;4070;28992;19/9/2011;Critical;41;6863,95;0,1;Aereo Express;Craig Yedwab;Quebec;Consumidor;20/9/2011
1147;4130;29349;10/6/2010;Alto;33;162,39;0,1;Aereo Regular;Bobby Trafton;Quebec;PYME;12/6/2010
853;4131;29350;25/8/2009;Alto;47;2519,55;0,05;Aereo Regular;Eric Barreto;Quebec;Consumidor;27/8/2009
177;4133;29350;25/8/2009;Alto;46;1634,17;0,05;Aereo Express;Eric Barreto;Quebec;Consumidor;26/8/2009
1127;4152;29473;15/2/2012;Medio;40;13367,82;0;Terrestre;Katrina Willman;Quebec;Consumidor;16/2/2012
27;4225;30023;15/10/2010;Bajo;34;16193,16;0,02;Terrestre;Giulietta Dortch;Quebec;Consumidor;19/10/2010
899;4241;30150;4/10/2010;Critical;30;443,46;0,06;Aereo Regular;Aaron Hawkins;Quebec;Oficina en Hogar;5/10/2010
204;4242;30151;29/1/2011;No Especificado;31;792,76;0,02;Aereo Regular;Karl Brown;Quebec;Oficina en Hogar;31/1/2011
838;4251;30276;26/8/2011;Bajo;44;1453,704;0;Aereo Regular;Carlos Meador;Quebec;Corporativo;30/8/2011
303;4252;30276;26/8/2011;Bajo;34;7656,304;0,1;Terrestre;Carlos Meador;Quebec;Corporativo;30/8/2011
1105;4254;30279;7/12/2011;Critical;25;1412,98;0,1;Aereo Regular;Ellis Ballard;Quebec;Corporativo;7/12/2011
672;4255;30279;7/12/2011;Critical;39;19539,94;0,06;Terrestre;Ellis Ballard;Quebec;Corporativo;8/12/2011
975;4587;32640;15/9/2012;Alto;18;126,69;0,04;Aereo Regular;Peter McVee;Quebec;PYME;17/9/2012
47;4588;32640;15/9/2012;Alto;12;162,11;0,04;Aereo Express;Peter McVee;Quebec;PYME;17/9/2012
684;4621;32902;3/3/2012;Alto;34;145,48;0,03;Aereo Express;Corey Lock;Quebec;Oficina en Hogar;4/3/2012
220;4631;32965;24/2/2011;Alto;25;2427,25;0,1;Aereo Regular;Michael Paige;Quebec;PYME;25/2/2011
317;4639;33025;24/1/2009;Bajo;5;318,31;0,08;Aereo Regular;Debra Catini;Quebec;PYME;29/1/2009
1036;4655;33154;3/8/2010;Critical;7;368,0245;0,09;Aereo Regular;Harold Dahlen;Quebec;Corporativo;6/8/2010
1060;4673;33253;30/11/2011;No Especificado;6;24,2;0,08;Aereo Regular;Katherine Murray;Quebec;Oficina en Hogar;2/12/2011
304;4733;33699;26/7/2009;Bajo;13;1619,51;0,05;Terrestre;Troy Staebel;Quebec;PYME;30/7/2009
376;4747;33761;4/8/2012;Alto;45;463,93;0,06;Aereo Regular;Pierre Wener;Quebec;Oficina en Hogar;5/8/2012
399;4757;33797;11/1/2009;No Especificado;29;138,17;0,05;Aereo Express;Bradley Drucker;Quebec;PYME;13/1/2009
120;4758;33797;11/1/2009;No Especificado;18;216,87;0,03;Aereo Regular;Bradley Drucker;Quebec;PYME;11/1/2009
540;4826;34309;6/9/2012;Alto;16;75,77;0;Aereo Regular;Fred McMath;Quebec;PYME;8/9/2012
130;4859;34595;19/7/2012;Medio;12;488,65;0,07;Aereo Regular;Dave Poirier;Quebec;PYME;20/7/2012
224;4872;34662;10/1/2012;Critical;35;12741,81;0,09;Terrestre;Darrin Sayre;Quebec;Consumidor;12/1/2012
628;4874;34689;23/11/2009;Bajo;36;572,4;0,07;Aereo Regular;Brad Thomas;Quebec;Oficina en Hogar;30/11/2009
1149;4878;34694;28/4/2011;Bajo;11;55,49;0,04;Aereo Regular;Elizabeth Moffitt;Quebec;Consumidor;28/4/2011
